Trial 1:0back,Trial 6:0back
34.38,33.456
34.357,33.408
34.319,33.361
34.269,33.314
34.208,33.267
34.138,33.222
34.06,33.177
33.975,33.134
33.885,33.092
33.791,33.05
33.695,33.009
33.597,32.969
33.498,32.929
33.398,32.889
33.298,32.849
33.199,32.809
33.102,32.769
33.005,32.729
32.909,32.689
32.814,32.649
32.718,32.609
32.623,32.57
32.527,32.531
32.43,32.493
32.333,32.456
32.235,32.42
32.136,32.384
32.036,32.35
31.936,32.317
31.837,32.284
31.737,32.253
31.639,32.223
31.541,32.195
31.445,32.168
31.35,32.143
31.256,32.12
31.164,32.099
31.073,32.08
30.984,32.063
30.897,32.048
30.813,32.034
30.732,32.021
30.655,32.009
30.584,31.997
30.521,31.985
30.466,31.973
30.421,31.96
30.388,31.947
30.367,31.933
30.359,31.918
30.364,31.904
30.382,31.89
30.412,31.876
30.453,31.864
30.506,31.851
30.568,31.84
30.639,31.829
30.718,31.82
30.804,31.813
30.896,31.807
30.992,31.803
31.092,31.8
31.195,31.798
31.297,31.797
31.399,31.797
31.499,31.798
31.595,31.798
31.687,31.798
31.773,31.797
31.854,31.794
31.929,31.789
31.998,31.782
32.062,31.772
32.121,31.759
32.177,31.742
32.23,31.722
32.279,31.699
32.326,31.672
32.37,31.643
32.412,31.611
32.451,31.577
32.487,31.542
32.519,31.506
32.549,31.471
32.576,31.437
32.6,31.405
32.622,31.377
32.64,31.354
32.654,31.338
32.666,31.332
32.673,31.336
32.677,31.353
32.677,31.386
32.673,31.437
32.664,31.506
32.651,31.596
32.633,31.707
32.613,31.838
32.588,31.989
32.561,32.158
32.531,32.344
32.498,32.544
32.463,32.754
32.426,32.973
32.388,33.196
32.349,33.419
32.309,33.639
32.269,33.853
32.228,34.058
32.188,34.251
32.147,34.43
32.107,34.594
32.068,34.739
32.03,34.866
31.993,34.974
31.959,35.063
31.927,35.132
31.899,35.183
31.874,35.216
31.853,35.234
31.837,35.237
31.823,35.228
31.812,35.208
31.803,35.18
31.796,35.146
31.792,35.107
31.789,35.066
31.789,35.024
31.793,34.983
31.801,34.944
31.815,34.907
31.837,34.873
31.867,34.842
31.908,34.814
31.962,34.79
32.029,34.769
32.112,34.751
32.21,34.736
32.325,34.724
32.455,34.713
32.601,34.704
32.761,34.695
32.933,34.686
33.115,34.676
33.305,34.665
33.5,34.651
33.698,34.634
33.895,34.614
34.087,34.589
34.273,34.561
34.449,34.529
34.611,34.493
34.759,34.455
34.891,34.415
35.006,34.372
35.104,34.327
35.184,34.281
35.247,34.236
35.296,34.192
35.329,34.149
35.349,34.11
35.356,34.073
35.352,34.041
35.338,34.011
35.316,33.985
35.287,33.962
35.252,33.941
35.212,33.923
35.169,33.908
35.124,33.896
35.078,33.887
35.032,33.879
34.988,33.875
34.944,33.872
34.903,33.871
34.865,33.873
34.83,33.877
34.798,33.883
34.769,33.89
34.743,33.898
34.719,33.906
34.697,33.914
34.676,33.922
34.656,33.928
34.636,33.933
34.615,33.937
34.594,33.939
34.574,33.939
34.553,33.938
34.534,33.934
34.517,33.927
34.502,33.918
34.489,33.907
34.478,33.892
34.468,33.875
34.459,33.856
34.45,33.834
34.442,33.81
34.433,33.785
34.424,33.758
34.415,33.73
34.405,33.701
34.395,33.671
34.384,33.638
34.372,33.604
34.359,33.569
34.344,33.532
34.328,33.495
34.311,33.456
34.295,33.418
34.278,33.379
34.262,33.342
34.247,33.305
34.235,33.268
34.226,33.233
34.221,33.199
34.22,33.167
34.223,33.135
34.232,33.104
34.246,33.074
34.264,33.046
34.286,33.018
34.312,32.991
34.341,32.964
34.371,32.939
34.401,32.915
34.429,32.892
34.454,32.87
34.473,32.85
34.487,32.83
34.493,32.812
34.494,32.796
34.488,32.78
34.476,32.766
34.461,32.753
34.442,32.742
34.422,32.732
34.402,32.724
34.381,32.717
34.362,32.712
34.344,32.709
34.329,32.707
34.315,32.706
34.303,32.706
34.292,32.705
34.283,32.704
34.275,32.703
34.267,32.701
34.259,32.698
34.251,32.695
34.242,32.692
34.232,32.688
34.222,32.684
34.21,32.68
34.198,32.677
34.184,32.674
34.169,32.671
34.153,32.668
34.135,32.665
34.116,32.661
34.096,32.657
34.073,32.652
34.05,32.646
34.025,32.639
34,32.632
33.975,32.622
33.95,32.612
33.924,32.599
33.899,32.585
33.874,32.569
33.848,32.551
33.823,32.533
33.798,32.513
33.773,32.493
33.748,32.472
33.722,32.453
33.695,32.435
33.667,32.419
33.638,32.405
33.607,32.394
33.575,32.386
33.542,32.381
33.508,32.38
33.474,32.38
33.44,32.383
33.408,32.386
33.379,32.39
33.352,32.393
33.33,32.395
33.313,32.394
33.303,32.389
33.301,32.382
33.308,32.37
33.326,32.355
33.357,32.336
33.402,32.315
33.46,32.294
33.531,32.273
33.615,32.255
33.71,32.242
33.814,32.237
33.927,32.242
34.047,32.261
34.172,32.295
34.297,32.346
34.422,32.414
34.543,32.502
34.658,32.607
34.765,32.73
34.863,32.868
34.951,33.02
35.029,33.184
35.098,33.355
35.156,33.531
35.204,33.707
35.244,33.881
35.275,34.049
35.299,34.208
35.316,34.357
35.326,34.494
35.328,34.616
35.325,34.723
35.315,34.813
35.298,34.887
35.277,34.945
35.251,34.985
35.222,35.01
35.19,35.021
35.157,35.017
35.124,35.002
35.091,34.975
35.058,34.94
35.025,34.897
34.993,34.849
34.962,34.797
34.93,34.742
34.9,34.685
34.87,34.627
34.842,34.571
34.814,34.515
34.787,34.463
34.761,34.415
34.736,34.371
34.713,34.332
34.69,34.299
34.669,34.272
34.648,34.251
34.627,34.235
34.605,34.225
34.583,34.221
34.559,34.223
34.533,34.229
34.505,34.239
34.474,34.253
34.442,34.269
34.409,34.286
34.375,34.304
34.341,34.32
34.307,34.334
34.274,34.344
34.243,34.35
34.215,34.352
34.19,34.35
34.169,34.343
34.153,34.333
34.141,34.32
34.136,34.304
34.135,34.287
34.141,34.271
34.151,34.257
34.167,34.246
34.187,34.239
34.212,34.235
34.24,34.237
34.272,34.242
34.307,34.25
34.345,34.262
34.383,34.275
34.423,34.29
34.462,34.305
34.501,34.32
34.539,34.335
34.575,34.348
34.609,34.358
34.64,34.365
34.669,34.368
34.695,34.366
34.719,34.36
34.739,34.35
34.757,34.336
34.771,34.318
34.782,34.297
34.789,34.273
34.793,34.246
34.793,34.217
34.789,34.187
34.782,34.155
34.772,34.124
34.758,34.092
34.741,34.061
34.721,34.032
34.698,34.004
34.672,33.979
34.645,33.956
34.614,33.936
34.582,33.918
34.546,33.904
34.508,33.893
34.467,33.884
34.423,33.88
34.376,33.879
34.326,33.881
34.274,33.887
34.218,33.897
34.16,33.909
34.099,33.923
34.035,33.94
33.968,33.957
33.898,33.974
33.824,33.991
33.746,34.007
33.664,34.02
33.578,34.03
33.489,34.037
33.398,34.039
33.305,34.037
33.212,34.031
33.119,34.022
33.027,34.008
32.939,33.992
32.856,33.972
32.778,33.95
32.707,33.925
32.644,33.898
32.588,33.869
32.54,33.839
32.499,33.809
32.465,33.778
32.437,33.747
32.415,33.716
32.397,33.686
32.382,33.658
32.368,33.632
32.355,33.609
32.342,33.589
32.327,33.572
32.311,33.559
32.294,33.55
32.276,33.545
32.256,33.544
32.237,33.545
32.219,33.549
32.206,33.555
32.198,33.561
32.2,33.566
32.214,33.57
32.242,33.571
32.286,33.569
32.348,33.563
32.428,33.554
32.526,33.539
32.64,33.521
32.768,33.498
32.909,33.47
33.06,33.438
33.217,33.402
33.378,33.362
33.539,33.318
33.697,33.271
33.849,33.222
33.993,33.172
34.128,33.121
34.25,33.071
34.36,33.023
34.456,32.977
34.538,32.934
34.606,32.895
34.662,32.861
34.706,32.831
34.74,32.807
34.764,32.788
34.781,32.775
34.792,32.768
34.797,32.768
34.798,32.774
34.796,32.787
34.792,32.808
34.785,32.837
34.777,32.875
34.767,32.923
34.755,32.981
34.742,33.051
34.727,33.133
34.71,33.227
34.692,33.332
34.673,33.449
34.654,33.576
34.634,33.713
34.614,33.857
34.595,34.008
34.576,34.163
34.557,34.32
34.538,34.476
34.519,34.63
34.501,34.779
34.482,34.921
34.465,35.053
34.448,35.173
34.432,35.281
34.417,35.375
34.402,35.454
34.387,35.518
34.372,35.566
34.358,35.599
34.342,35.618
34.326,35.623
34.308,35.616
34.29,35.598
34.271,35.57
34.252,35.535
34.234,35.494
34.216,35.448
34.2,35.398
34.186,35.347
34.174,35.295
34.164,35.243
34.157,35.192
34.154,35.144
34.154,35.099
34.158,35.059
34.166,35.024
34.176,34.994
34.189,34.97
34.203,34.952
34.218,34.939
34.233,34.932
34.248,34.93
34.261,34.931
34.273,34.936
34.283,34.942
34.291,34.95
34.296,34.958
34.299,34.965
34.301,34.971
34.3,34.974
34.299,34.975
34.298,34.973
34.297,34.968
34.296,34.961
34.297,34.951
34.299,34.939
34.304,34.927
34.31,34.913
34.319,34.9
34.329,34.888
34.341,34.876
34.352,34.865
34.362,34.855
34.371,34.846
34.377,34.838
34.379,34.831
34.377,34.826
34.371,34.821
34.36,34.818
34.345,34.816
34.327,34.815
34.307,34.815
34.284,34.816
34.26,34.819
34.235,34.823
34.209,34.827
34.184,34.833
34.161,34.839
34.139,34.846
34.12,34.852
34.103,34.858
34.09,34.863
34.08,34.868
34.073,34.871
34.069,34.875
34.067,34.877
34.069,34.879
34.073,34.88
34.079,34.88
34.087,34.88
34.097,34.877
34.107,34.873
34.118,34.866
34.129,34.857
34.139,34.844
34.148,34.827
34.155,34.808
34.16,34.784
34.162,34.756
34.162,34.725
34.159,34.689
34.154,34.65
34.146,34.608
34.137,34.565
34.125,34.519
34.111,34.473
34.095,34.426
34.077,34.379
34.057,34.332
34.035,34.287
34.011,34.243
33.986,34.2
33.961,34.159
33.935,34.12
33.911,34.082
33.888,34.047
33.868,34.013
33.852,33.982
33.841,33.953
33.837,33.927
33.842,33.903
33.859,33.881
33.891,33.861
33.938,33.843
34.003,33.827
34.086,33.813
34.188,33.802
34.308,33.792
34.444,33.783
34.594,33.775
34.757,33.769
34.93,33.762
35.11,33.756
35.293,33.75
35.476,33.744
35.657,33.739
35.831,33.733
35.998,33.727
36.154,33.721
36.298,33.715
36.428,33.709
36.545,33.702
36.648,33.694
36.737,33.684
36.812,33.674
36.873,33.662
36.921,33.648
36.956,33.633
36.98,33.617
36.994,33.6
36.997,33.582
36.992,33.563
36.979,33.542
36.958,33.52
36.929,33.497
36.894,33.471
36.852,33.444
36.806,33.416
36.754,33.388
36.699,33.36
36.641,33.333
36.581,33.31
36.519,33.29
36.457,33.275
36.395,33.268
36.334,33.269
36.274,33.281
36.217,33.305
36.161,33.342
36.107,33.393
36.055,33.457
36.004,33.536
35.954,33.628
35.905,33.733
35.856,33.851
35.808,33.978
35.76,34.114
35.713,34.256
35.667,34.401
35.62,34.547
35.575,34.692
35.529,34.833
35.483,34.969
35.438,35.096
35.392,35.212
35.345,35.317
35.296,35.409
35.246,35.487
35.195,35.551
35.142,35.6
35.088,35.634
35.034,35.654
34.98,35.66
34.927,35.653
34.875,35.633
34.824,35.601
34.776,35.56
34.73,35.509
34.686,35.451
34.646,35.387
34.61,35.32
34.578,35.25
34.551,35.181
34.528,35.113
34.51,35.049
34.497,34.989
34.488,34.934
34.484,34.885
34.484,34.842
34.488,34.805
34.495,34.773
34.506,34.747
34.519,34.726
34.534,34.71
34.55,34.698
34.566,34.689
34.581,34.682
34.594,34.676
34.604,34.672
34.612,34.667
34.617,34.662
34.62,34.655
34.62,34.647
34.618,34.637
34.615,34.624
34.609,34.609
34.602,34.592
34.594,34.574
34.583,34.554
34.571,34.532
34.557,34.51
34.541,34.489
34.523,34.47
34.502,34.453
34.48,34.439
34.454,34.429
34.427,34.423
34.397,34.422
34.365,34.425
34.331,34.433
34.297,34.445
34.262,34.46
34.228,34.478
34.194,34.499
34.163,34.523
34.135,34.55
34.111,34.579
34.09,34.611
34.073,34.645
34.059,34.682
34.048,34.721
34.039,34.761
34.031,34.802
34.025,34.842
34.019,34.878
34.011,34.912
34.003,34.94
33.992,34.964
33.98,34.982
33.964,34.994
33.946,35.001
33.924,35.003
33.899,34.999
33.87,34.991
33.837,34.977
33.8,34.96
33.76,34.938
33.718,34.913
33.675,34.886
33.631,34.856
33.587,34.826
33.545,34.796
33.505,34.767
33.468,34.739
33.435,34.713
33.408,34.688
33.385,34.665
33.369,34.643
33.36,34.622
33.358,34.601
33.364,34.579
33.38,34.557
33.405,34.533
33.443,34.508
33.493,34.479
33.557,34.448
33.636,34.415
33.729,34.379
33.836,34.342
33.957,34.303
34.09,34.263
34.232,34.222
34.383,34.182
34.54,34.143
34.7,34.106
34.861,34.071
35.019,34.04
35.174,34.012
35.322,33.988
35.462,33.968
35.591,33.952
35.708,33.938
35.811,33.928
35.9,33.92
35.974,33.913
36.033,33.908
36.077,33.903
36.108,33.897
36.125,33.89
36.13,33.882
36.125,33.871
36.109,33.858
36.085,33.842
36.052,33.824
36.014,33.803
35.97,33.78
35.922,33.754
35.872,33.728
35.821,33.7
35.769,33.673
35.718,33.647
35.667,33.623
35.617,33.602
35.568,33.585
35.519,33.574
35.471,33.57
35.423,33.577
35.377,33.594
35.333,33.626
35.29,33.672
35.249,33.736
35.211,33.818
35.176,33.919
35.141,34.038
35.108,34.174
35.076,34.326
35.043,34.492
35.01,34.669
34.976,34.855
34.942,35.045
34.907,35.236
34.871,35.426
34.835,35.61
34.799,35.785
34.765,35.949
34.732,36.1
34.701,36.235
34.673,36.353
34.647,36.455
34.625,36.539
34.606,36.606
34.592,36.656
34.582,36.69
34.578,36.711
34.579,36.719
34.586,36.717
34.598,36.705
34.616,36.686
34.64,36.661
34.667,36.63
34.698,36.594
34.73,36.556
34.764,36.515
34.797,36.473
34.83,36.431
34.862,36.388
34.892,36.345
34.921,36.304
34.948,36.264
34.972,36.225
34.994,36.188
35.012,36.153
35.027,36.119
35.038,36.086
35.044,36.055
35.047,36.025
35.046,35.998
35.043,35.972
35.036,35.947
35.028,35.923
35.018,35.899
35.008,35.874
34.998,35.849
34.988,35.823
34.979,35.795
34.97,35.765
34.962,35.733
34.955,35.698
34.948,35.661
34.941,35.623
34.935,35.583
34.928,35.543
34.921,35.503
34.914,35.463
34.907,35.425
34.899,35.389
34.891,35.356
34.883,35.325
34.875,35.299
34.867,35.277
34.858,35.26
34.849,35.248
34.839,35.241
34.827,35.239
34.813,35.242
34.795,35.25
34.775,35.262
34.751,35.278
34.724,35.298
34.694,35.321
34.662,35.347
34.627,35.376
34.59,35.406
34.55,35.438
34.508,35.471
34.464,35.505
34.417,35.538
34.369,35.57
34.32,35.601
34.271,35.63
34.221,35.655
34.171,35.678
34.122,35.696
34.073,35.71
34.025,35.719
33.979,35.723
33.934,35.723
33.89,35.719
33.847,35.712
33.806,35.701
33.767,35.688
33.731,35.671
33.697,35.654
33.665,35.634
33.637,35.614
33.612,35.593
33.592,35.572
33.576,35.551
33.566,35.529
33.563,35.508
33.568,35.487
33.585,35.465
33.613,35.443
33.657,35.421
33.716,35.398
33.793,35.375
33.889,35.351
34.003,35.325
34.134,35.298
34.283,35.268
34.448,35.237
34.626,35.204
34.815,35.17
35.011,35.134
35.212,35.099
35.415,35.063
35.616,35.027
35.812,34.992
36.001,34.957
36.181,34.923
36.35,34.89
36.506,34.858
36.65,34.826
36.78,34.796
36.896,34.766
36.998,34.738
37.086,34.709
37.161,34.681
37.222,34.654
37.27,34.626
37.306,34.597
37.33,34.569
37.343,34.54
37.346,34.511
37.339,34.481
37.324,34.452
37.302,34.423
37.274,34.395
37.242,34.369
37.205,34.345
37.166,34.324
37.124,34.307
37.08,34.296
37.035,34.291
36.989,34.295
36.942,34.31
36.895,34.337
36.847,34.379
36.8,34.436
36.752,34.509
36.705,34.599
36.659,34.706
36.614,34.829
36.57,34.968
36.527,35.119
36.485,35.28
36.444,35.45
36.403,35.624
36.363,35.8
36.323,35.975
36.283,36.147
36.242,36.313
36.201,36.469
36.161,36.616
36.12,36.749
36.079,36.869
36.038,36.974
35.996,37.063
35.955,37.136
35.913,37.192
35.872,37.232
35.831,37.256
35.79,37.265
35.751,37.26
35.713,37.243
35.676,37.213
35.643,37.174
35.613,37.126
35.586,37.071
35.563,37.011
35.544,36.948
35.528,36.882
35.517,36.815
35.509,36.747
35.504,36.681
35.503,36.617
35.504,36.555
35.507,36.498
35.512,36.445
35.518,36.397
35.526,36.354
35.536,36.316
35.546,36.284
35.557,36.258
35.568,36.236
35.58,36.219
35.591,36.205
35.602,36.192
35.612,36.181
35.62,36.17
35.626,36.157
35.629,36.142
35.63,36.124
35.629,36.102
35.625,36.075
35.618,36.045
35.606,36.01
35.591,35.972
35.572,35.931
35.55,35.889
35.525,35.846
35.496,35.802
35.464,35.76
35.429,35.72
35.389,35.683
35.346,35.65
35.298,35.621
35.247,35.597
35.192,35.579
35.134,35.566
35.074,35.559
35.012,35.558
34.95,35.562
34.888,35.572
34.827,35.586
34.768,35.604
34.711,35.625
34.656,35.649
34.603,35.675
34.553,35.702
34.505,35.729
34.459,35.757
34.415,35.784
34.372,35.811
34.331,35.835
34.292,35.858
34.254,35.878
34.218,35.895
34.183,35.909
34.15,35.919
34.119,35.926
34.091,35.93
34.065,35.931
34.042,35.931
34.022,35.929
34.003,35.926
33.987,35.922
33.971,35.917
33.955,35.91
33.939,35.903
33.922,35.896
33.905,35.888
33.888,35.88
33.87,35.871
33.853,35.862
33.836,35.852
33.822,35.84
33.81,35.828
33.804,35.815
33.804,35.8
33.813,35.783
33.833,35.764
33.865,35.743
33.913,35.719
33.978,35.694
34.061,35.667
34.164,35.639
34.287,35.61
34.43,35.58
34.592,35.552
34.772,35.524
34.968,35.498
35.178,35.474
35.398,35.453
35.626,35.432
35.858,35.413
36.091,35.395
36.321,35.376
36.546,35.356
36.762,35.336
36.967,35.314
37.16,35.29
37.338,35.264
37.501,35.234
37.649,35.202
37.781,35.166
37.898,35.127
38,35.086
38.089,35.041
38.165,34.993
38.229,34.944
38.283,34.894
38.328,34.845
38.364,34.796
38.393,34.749
38.416,34.705
38.434,34.663
38.447,34.626
38.456,34.593
38.462,34.565
38.464,34.543
38.464,34.529
38.461,34.523
38.456,34.528
38.449,34.544
38.439,34.575
38.426,34.621
38.41,34.684
38.392,34.764
38.37,34.862
38.346,34.976
38.319,35.107
38.289,35.252
38.256,35.408
38.219,35.574
38.179,35.746
38.134,35.922
38.085,36.099
38.032,36.274
37.974,36.444
37.913,36.608
37.849,36.764
37.782,36.91
37.713,37.044
37.643,37.166
37.571,37.274
37.498,37.367
37.425,37.445
37.351,37.508
37.278,37.556
37.207,37.59
37.138,37.609
37.071,37.615
37.008,37.607
36.949,37.588
36.895,37.558
36.846,37.519
36.802,37.474
36.763,37.423
36.729,37.368
36.701,37.31
36.676,37.252
36.654,37.194
36.635,37.137
36.619,37.083
36.606,37.032
36.594,36.984
36.586,36.942
36.579,36.903
36.575,36.869
36.573,36.839
36.572,36.814
36.572,36.791
36.572,36.772
36.573,36.754
36.573,36.737
36.572,36.72
36.57,36.702
36.566,36.683
36.56,36.661
36.55,36.636
36.539,36.608
36.525,36.577
36.509,36.542
36.492,36.504
36.474,36.464
36.456,36.422
36.438,36.378
36.419,36.334
36.401,36.29
36.383,36.247
36.364,36.205
36.345,36.166
36.324,36.129
36.301,36.095
36.277,36.064
36.25,36.036
36.221,36.012
36.188,35.991
36.154,35.974
36.116,35.961
36.075,35.951
36.032,35.945
35.986,35.942
35.939,35.941
35.889,35.943
35.839,35.946
35.789,35.951
35.738,35.958
35.687,35.965
35.636,35.973
35.585,35.98
35.533,35.988
35.481,35.995
35.427,36.001
35.373,36.006
35.317,36.01
35.261,36.011
35.203,36.01
35.146,36.007
35.088,36.001
35.031,35.991
34.974,35.979
34.917,35.964
34.861,35.945
34.807,35.924
34.753,35.901
34.702,35.876
34.653,35.849
34.606,35.821
34.561,35.791
34.518,35.76
34.476,35.727
34.436,35.692
34.398,35.655
34.363,35.618
34.33,35.579
34.303,35.54
34.282,35.5
