Trial 3:3back,Trial 5:3back
36.259,34.924
36.298,34.876
36.322,34.828
36.332,34.779
36.33,34.729
36.319,34.678
36.299,34.626
36.274,34.574
36.246,34.522
36.217,34.471
36.189,34.42
36.162,34.371
36.138,34.323
36.118,34.275
36.103,34.229
36.091,34.183
36.083,34.139
36.08,34.096
36.079,34.054
36.082,34.013
36.086,33.974
36.09,33.936
36.094,33.899
36.097,33.863
36.099,33.827
36.098,33.792
36.095,33.758
36.09,33.724
36.082,33.691
36.072,33.659
36.059,33.628
36.045,33.598
36.028,33.568
36.008,33.539
35.986,33.51
35.96,33.482
35.933,33.454
35.904,33.425
35.875,33.397
35.848,33.369
35.824,33.341
35.805,33.314
35.793,33.287
35.789,33.26
35.795,33.235
35.811,33.211
35.837,33.188
35.873,33.167
35.919,33.147
35.972,33.127
36.031,33.108
36.095,33.09
36.161,33.072
36.227,33.054
36.291,33.037
36.351,33.019
36.405,32.999
36.45,32.979
36.487,32.957
36.513,32.933
36.528,32.907
36.532,32.881
36.526,32.854
36.508,32.827
36.48,32.798
36.443,32.77
36.398,32.741
36.346,32.714
36.29,32.688
36.232,32.666
36.172,32.647
36.114,32.635
36.058,32.631
36.006,32.636
35.958,32.651
35.913,32.68
35.872,32.721
35.834,32.778
35.799,32.851
35.765,32.94
35.731,33.047
35.698,33.171
35.665,33.312
35.633,33.469
35.599,33.641
35.567,33.826
35.534,34.023
35.502,34.229
35.471,34.441
35.441,34.657
35.411,34.873
35.38,35.086
35.349,35.295
35.315,35.497
35.281,35.689
35.244,35.869
35.206,36.035
35.166,36.186
35.124,36.321
35.08,36.438
35.035,36.538
34.989,36.619
34.942,36.683
34.895,36.731
34.847,36.763
34.799,36.781
34.751,36.787
34.704,36.782
34.659,36.768
34.615,36.746
34.572,36.719
34.531,36.687
34.49,36.652
34.45,36.616
34.411,36.579
34.375,36.541
34.34,36.505
34.307,36.471
34.276,36.439
34.247,36.409
34.221,36.381
34.197,36.355
34.174,36.33
34.153,36.307
34.135,36.285
34.119,36.264
34.106,36.244
34.096,36.225
34.089,36.205
34.087,36.186
34.091,36.167
34.101,36.147
34.119,36.126
34.145,36.104
34.181,36.081
34.226,36.057
34.281,36.031
34.346,36.003
34.42,35.974
34.503,35.944
34.595,35.914
34.694,35.883
34.799,35.851
34.907,35.82
35.018,35.789
35.129,35.759
35.238,35.731
35.344,35.705
35.444,35.681
35.536,35.661
35.621,35.644
35.695,35.63
35.759,35.621
35.813,35.614
35.855,35.611
35.885,35.609
35.904,35.609
35.911,35.61
35.906,35.612
35.89,35.613
35.863,35.613
35.827,35.612
35.783,35.609
35.731,35.604
35.674,35.595
35.613,35.583
35.549,35.568
35.482,35.55
35.414,35.529
35.346,35.504
35.279,35.476
35.212,35.447
35.147,35.415
35.086,35.381
35.029,35.344
34.977,35.306
34.932,35.267
34.892,35.226
34.859,35.183
34.831,35.14
34.808,35.097
34.791,35.055
34.778,35.012
34.768,34.971
34.761,34.93
34.755,34.889
34.751,34.849
34.747,34.809
34.742,34.769
34.736,34.73
34.729,34.691
34.72,34.652
34.71,34.613
34.698,34.574
34.686,34.536
34.673,34.498
34.661,34.46
34.65,34.422
34.64,34.384
34.631,34.345
34.624,34.305
34.619,34.265
34.616,34.224
34.616,34.183
34.619,34.142
34.625,34.101
34.635,34.06
34.65,34.02
34.669,33.982
34.691,33.945
34.716,33.909
34.744,33.874
34.773,33.84
34.803,33.807
34.834,33.775
34.865,33.743
34.895,33.712
34.924,33.681
34.951,33.652
34.976,33.622
34.999,33.593
35.02,33.563
35.037,33.534
35.051,33.505
35.061,33.476
35.068,33.447
35.071,33.418
35.072,33.39
35.07,33.362
35.066,33.334
35.061,33.307
35.053,33.28
35.045,33.254
35.035,33.228
35.025,33.202
35.014,33.177
35.003,33.152
34.992,33.128
34.981,33.104
34.97,33.081
34.959,33.058
34.948,33.036
34.938,33.015
34.93,32.996
34.922,32.977
34.916,32.96
34.91,32.943
34.905,32.927
34.901,32.912
34.896,32.897
34.891,32.882
34.884,32.867
34.877,32.852
34.867,32.835
34.856,32.817
34.843,32.798
34.826,32.777
34.807,32.755
34.785,32.73
34.761,32.704
34.734,32.676
34.705,32.646
34.675,32.617
34.644,32.587
34.612,32.559
34.579,32.531
34.546,32.505
34.513,32.481
34.48,32.46
34.446,32.443
34.414,32.43
34.382,32.423
34.351,32.425
34.322,32.435
34.295,32.457
34.269,32.491
34.246,32.539
34.226,32.602
34.207,32.681
34.191,32.776
34.177,32.887
34.164,33.013
34.152,33.154
34.14,33.308
34.129,33.474
34.117,33.648
34.106,33.83
34.096,34.015
34.086,34.203
34.079,34.39
34.075,34.574
34.075,34.752
34.079,34.923
34.091,35.083
34.11,35.232
34.138,35.367
34.176,35.488
34.224,35.594
34.281,35.684
34.349,35.758
34.427,35.817
34.513,35.861
34.606,35.892
34.706,35.91
34.811,35.916
34.918,35.911
35.027,35.896
35.134,35.874
35.239,35.846
35.339,35.812
35.433,35.774
35.519,35.735
35.597,35.694
35.665,35.653
35.723,35.612
35.769,35.572
35.804,35.535
35.827,35.499
35.837,35.466
35.835,35.436
35.821,35.407
35.796,35.381
35.761,35.356
35.718,35.333
35.669,35.311
35.615,35.289
35.557,35.268
35.499,35.246
35.44,35.222
35.383,35.198
35.33,35.171
35.282,35.142
35.239,35.111
35.204,35.077
35.175,35.041
35.153,35.004
35.136,34.967
35.126,34.928
35.121,34.89
35.12,34.854
35.122,34.819
35.127,34.787
35.134,34.759
35.14,34.735
35.146,34.715
35.15,34.7
35.152,34.69
35.152,34.686
35.149,34.688
35.144,34.696
35.136,34.711
35.126,34.731
35.114,34.757
35.1,34.787
35.085,34.821
35.069,34.857
35.052,34.894
35.035,34.931
35.018,34.966
35.002,34.999
34.988,35.028
34.974,35.054
34.961,35.076
34.95,35.093
34.938,35.106
34.927,35.114
34.915,35.119
34.902,35.12
34.888,35.118
34.873,35.115
34.856,35.113
34.837,35.113
34.817,35.118
34.797,35.127
34.776,35.143
34.756,35.166
34.737,35.196
34.718,35.231
34.7,35.271
34.682,35.316
34.664,35.362
34.646,35.408
34.628,35.452
34.608,35.493
34.587,35.528
34.563,35.557
34.538,35.579
34.511,35.593
34.484,35.598
34.456,35.593
34.428,35.579
34.401,35.555
34.374,35.52
34.348,35.477
34.323,35.424
34.299,35.364
34.276,35.297
34.255,35.225
34.235,35.15
34.217,35.072
34.2,34.993
34.186,34.916
34.175,34.841
34.167,34.77
34.161,34.704
34.157,34.645
34.156,34.593
34.156,34.55
34.159,34.514
34.162,34.486
34.166,34.465
34.171,34.45
34.177,34.437
34.183,34.427
34.189,34.416
34.195,34.403
34.199,34.386
34.201,34.366
34.202,34.342
34.2,34.313
34.196,34.279
34.188,34.242
34.178,34.201
34.164,34.158
34.147,34.113
34.127,34.067
34.106,34.019
34.082,33.971
34.059,33.924
34.036,33.877
34.013,33.833
33.992,33.79
33.971,33.751
33.952,33.714
33.934,33.68
33.916,33.65
33.899,33.621
33.882,33.595
33.864,33.569
33.846,33.542
33.826,33.513
33.805,33.48
33.782,33.443
33.757,33.399
33.73,33.349
33.701,33.293
33.67,33.23
33.638,33.162
33.604,33.089
33.57,33.013
33.536,32.937
33.502,32.862
33.469,32.79
33.438,32.725
33.409,32.667
33.381,32.621
33.356,32.588
33.333,32.57
33.312,32.567
33.294,32.583
33.279,32.616
33.267,32.667
33.26,32.736
33.258,32.822
33.263,32.924
33.275,33.041
33.296,33.17
33.326,33.311
33.364,33.46
33.411,33.618
33.467,33.78
33.529,33.946
33.599,34.115
33.674,34.283
33.754,34.45
33.838,34.615
33.924,34.775
34.011,34.929
34.099,35.077
34.184,35.216
34.266,35.346
34.343,35.466
34.414,35.574
34.477,35.671
34.532,35.755
34.578,35.825
34.616,35.882
34.644,35.925
34.664,35.954
34.675,35.969
34.678,35.969
34.674,35.957
34.663,35.931
34.648,35.892
34.628,35.843
34.604,35.783
34.577,35.714
34.548,35.639
34.517,35.558
34.484,35.473
34.451,35.388
34.417,35.303
34.384,35.221
34.351,35.143
34.319,35.069
34.287,35.002
34.257,34.94
34.228,34.884
34.201,34.834
34.176,34.79
34.155,34.752
34.136,34.719
34.12,34.69
34.107,34.665
34.097,34.642
34.09,34.62
34.085,34.597
34.083,34.574
34.081,34.548
34.081,34.518
34.081,34.486
34.081,34.449
34.082,34.409
34.081,34.364
34.079,34.317
34.074,34.268
34.067,34.218
34.058,34.166
34.045,34.115
34.029,34.064
34.009,34.013
33.987,33.963
33.962,33.914
33.935,33.865
33.907,33.818
33.878,33.771
33.849,33.726
33.821,33.683
33.793,33.641
33.767,33.601
33.741,33.563
33.717,33.527
33.694,33.493
33.672,33.463
33.65,33.435
33.629,33.411
33.608,33.391
33.587,33.375
33.567,33.363
33.549,33.356
33.53,33.353
33.513,33.355
33.496,33.36
33.481,33.369
33.465,33.38
33.45,33.392
33.434,33.405
33.416,33.418
33.397,33.431
33.376,33.443
33.353,33.453
33.33,33.461
33.305,33.469
33.28,33.474
33.256,33.477
33.231,33.477
33.208,33.475
33.187,33.47
33.169,33.461
33.154,33.451
33.141,33.438
33.132,33.423
33.126,33.407
33.122,33.391
33.12,33.374
33.12,33.357
33.122,33.34
33.124,33.324
33.127,33.308
33.131,33.292
33.134,33.277
33.137,33.261
33.14,33.244
33.142,33.227
33.144,33.209
33.147,33.19
33.149,33.17
33.151,33.15
33.153,33.128
33.156,33.105
33.159,33.081
33.163,33.055
33.167,33.029
33.172,33.003
33.176,32.976
33.181,32.95
33.185,32.925
33.19,32.901
33.195,32.877
33.201,32.855
33.209,32.834
33.217,32.814
33.226,32.795
33.236,32.777
33.247,32.76
33.257,32.743
33.269,32.726
33.28,32.709
33.292,32.691
33.304,32.673
33.316,32.655
33.329,32.635
33.342,32.615
33.356,32.593
33.371,32.569
33.387,32.543
33.404,32.515
33.422,32.484
33.441,32.45
33.461,32.414
33.482,32.375
33.504,32.336
33.527,32.295
33.549,32.254
33.571,32.213
33.593,32.174
33.613,32.136
33.631,32.099
33.646,32.065
33.657,32.033
33.665,32.002
33.67,31.974
33.67,31.948
33.668,31.924
33.664,31.903
33.659,31.883
33.656,31.865
33.656,31.849
33.663,31.834
33.677,31.821
33.702,31.81
33.737,31.8
33.785,31.792
33.845,31.785
33.918,31.78
34.004,31.778
34.101,31.781
34.21,31.789
34.327,31.804
34.451,31.828
34.58,31.863
34.712,31.91
34.843,31.969
34.972,32.042
35.095,32.127
35.21,32.226
35.315,32.337
35.409,32.461
35.49,32.596
35.557,32.741
35.61,32.896
35.649,33.059
35.673,33.228
35.683,33.401
35.679,33.576
35.664,33.751
35.638,33.922
35.604,34.089
35.562,34.248
35.516,34.398
35.465,34.537
35.413,34.666
35.36,34.783
35.306,34.889
35.254,34.983
35.205,35.065
35.157,35.137
35.114,35.199
35.074,35.251
35.039,35.295
35.007,35.331
34.981,35.36
34.958,35.384
34.94,35.403
34.924,35.418
34.91,35.431
34.897,35.442
34.884,35.451
34.871,35.459
34.856,35.467
34.841,35.473
34.825,35.48
34.809,35.486
34.793,35.491
34.777,35.496
34.761,35.501
34.747,35.506
34.736,35.512
34.727,35.517
34.719,35.522
34.711,35.527
34.7,35.531
34.685,35.535
34.664,35.539
34.635,35.542
34.6,35.545
34.559,35.547
34.512,35.55
34.461,35.552
34.408,35.554
34.354,35.556
34.301,35.558
34.251,35.559
34.204,35.56
34.162,35.561
34.126,35.563
34.095,35.564
34.071,35.567
34.052,35.569
34.038,35.572
34.031,35.576
34.028,35.579
34.031,35.583
34.038,35.588
34.048,35.595
34.062,35.603
34.077,35.613
34.095,35.626
34.113,35.642
34.132,35.661
34.149,35.683
34.165,35.706
34.179,35.731
34.19,35.758
34.199,35.785
34.205,35.812
34.209,35.839
34.211,35.867
34.211,35.893
34.21,35.919
34.207,35.945
34.203,35.969
34.198,35.992
34.191,36.014
34.182,36.033
34.171,36.051
34.157,36.067
34.138,36.081
34.116,36.092
34.089,36.101
34.059,36.108
34.024,36.112
33.986,36.114
33.945,36.113
33.902,36.109
33.859,36.103
33.815,36.094
33.773,36.082
33.732,36.067
33.693,36.05
33.658,36.031
33.627,36.01
33.601,35.988
33.579,35.963
33.562,35.937
33.55,35.909
33.542,35.88
33.538,35.849
33.537,35.818
33.538,35.786
33.543,35.755
33.549,35.725
33.558,35.696
33.568,35.669
33.58,35.644
33.593,35.62
33.608,35.6
33.623,35.582
33.64,35.566
33.656,35.554
33.672,35.545
33.687,35.538
33.701,35.534
33.712,35.531
33.721,35.53
33.728,35.528
33.732,35.526
33.734,35.524
33.733,35.521
33.73,35.517
33.724,35.512
33.716,35.504
33.706,35.495
33.693,35.483
33.679,35.469
33.662,35.452
33.644,35.431
33.624,35.407
33.603,35.381
33.58,35.352
33.555,35.321
33.528,35.29
33.5,35.259
33.471,35.228
33.441,35.2
33.41,35.173
33.379,35.149
33.349,35.127
33.318,35.108
33.289,35.093
33.261,35.079
33.234,35.067
33.209,35.054
33.185,35.04
33.164,35.02
33.145,34.994
33.13,34.958
33.119,34.91
33.115,34.848
33.117,34.77
33.127,34.674
33.145,34.559
33.173,34.423
33.21,34.265
33.257,34.086
33.315,33.885
33.381,33.663
33.455,33.421
33.537,33.162
33.624,32.887
33.716,32.599
33.81,32.302
33.907,31.999
34.003,31.695
34.096,31.392
34.185,31.095
34.267,30.807
34.342,30.533
34.409,30.274
34.465,30.034
34.512,29.813
34.548,29.614
34.574,29.438
34.59,29.285
34.597,29.154
34.595,29.045
34.585,28.957
34.57,28.889
34.549,28.84
34.525,28.807
34.497,28.789
34.467,28.785
34.436,28.79
34.405,28.805
34.374,28.825
34.344,28.851
34.315,28.881
34.288,28.914
34.264,28.95
34.242,28.987
34.224,29.027
34.208,29.07
34.196,29.117
34.186,29.169
34.179,29.227
34.172,29.294
34.167,29.369
34.162,29.456
34.157,29.554
34.151,29.667
34.144,29.796
34.136,29.943
34.126,30.11
34.113,30.299
34.098,30.508
34.081,30.739
34.062,30.988
34.04,31.254
34.016,31.534
33.991,31.827
33.964,32.13
33.936,32.44
33.908,32.754
33.879,33.071
33.851,33.389
33.824,33.705
33.798,34.019
33.775,34.328
33.754,34.633
33.737,34.931
33.724,35.222
33.716,35.506
33.712,35.781
33.712,36.048
33.716,36.308
33.722,36.56
33.73,36.806
33.739,37.046
33.749,37.28
33.758,37.51
33.767,37.733
33.775,37.952
33.783,38.165
33.79,38.372
33.796,38.573
33.801,38.768
33.806,38.957
33.809,39.14
33.812,39.316
33.813,39.487
33.812,39.651
33.81,39.809
33.807,39.962
33.802,40.107
33.797,40.247
33.792,40.379
33.786,40.505
33.779,40.623
33.771,40.733
33.763,40.837
33.755,40.932
33.745,41.02
33.736,41.101
33.727,41.174
33.718,41.24
33.709,41.299
33.702,41.352
33.695,41.4
33.69,41.442
33.686,41.481
33.682,41.515
33.679,41.545
33.675,41.573
33.672,41.597
33.667,41.618
33.663,41.637
33.659,41.654
33.656,41.668
33.653,41.679
33.653,41.687
33.654,41.692
33.656,41.692
33.66,41.688
33.664,41.677
33.67,41.659
33.676,41.634
33.682,41.601
33.689,41.56
33.695,41.51
33.702,41.453
33.707,41.388
33.712,41.317
33.716,41.24
33.718,41.156
33.719,41.067
33.72,40.972
33.72,40.873
33.719,40.77
33.718,40.666
33.718,40.561
33.719,40.455
33.721,40.349
33.724,40.243
33.727,40.136
33.732,40.031
33.736,39.928
33.74,39.826
33.743,39.726
33.745,39.627
33.746,39.53
33.746,39.434
33.744,39.339
33.74,39.245
33.734,39.152
33.726,39.06
33.716,38.971
33.706,38.883
33.694,38.797
33.682,38.713
33.67,38.63
33.657,38.549
33.645,38.468
33.633,38.388
33.622,38.309
33.611,38.23
33.6,38.151
33.59,38.073
33.58,37.995
33.572,37.917
33.563,37.841
33.556,37.764
33.551,37.688
33.546,37.612
33.544,37.537
33.545,37.461
33.549,37.385
33.558,37.309
33.573,37.232
33.596,37.155
33.626,37.077
33.665,36.998
33.714,36.918
33.773,36.837
33.842,36.755
33.92,36.672
34.006,36.589
34.099,36.507
34.196,36.424
34.296,36.343
34.398,36.262
34.499,36.184
34.596,36.108
34.689,36.035
34.776,35.968
34.856,35.908
34.926,35.855
34.986,35.812
35.035,35.779
35.072,35.758
35.096,35.751
35.108,35.759
35.107,35.782
35.094,35.82
35.071,35.873
35.039,35.94
35,36.02
34.955,36.112
34.905,36.216
34.854,36.328
34.801,36.447
34.748,36.572
34.697,36.7
34.648,36.828
34.602,36.954
34.559,37.077
34.519,37.194
34.484,37.302
34.452,37.401
34.424,37.489
34.401,37.565
34.381,37.629
34.364,37.679
34.35,37.716
34.34,37.74
34.331,37.753
34.325,37.755
34.32,37.747
34.317,37.73
34.313,37.707
34.309,37.679
34.305,37.647
34.298,37.612
34.291,37.575
34.281,37.538
34.271,37.502
34.258,37.468
34.243,37.438
34.227,37.411
34.209,37.387
34.191,37.368
34.172,37.352
34.155,37.338
34.139,37.327
34.126,37.317
34.116,37.309
34.109,37.302
34.106,37.295
34.108,37.288
34.114,37.281
34.125,37.273
34.14,37.264
34.158,37.255
34.18,37.245
34.205,37.233
34.231,37.221
34.259,37.208
34.287,37.194
34.315,37.18
34.342,37.164
34.367,37.148
34.391,37.132
34.413,37.117
34.431,37.102
34.447,37.089
34.46,37.078
34.47,37.071
34.477,37.066
34.481,37.064
34.483,37.064
34.483,37.066
34.48,37.071
34.476,37.076
34.469,37.082
34.462,37.09
34.454,37.098
34.444,37.106
34.435,37.114
34.425,37.122
34.415,37.129
34.406,37.135
34.396,37.14
34.386,37.143
34.376,37.144
34.366,37.143
34.356,37.14
34.345,37.133
34.333,37.124
34.32,37.112
34.307,37.096
34.292,37.078
34.275,37.056
34.258,37.031
34.238,37.003
34.218,36.974
34.197,36.943
34.175,36.91
34.153,36.876
34.133,36.842
34.113,36.807
34.095,36.772
34.079,36.737
34.066,36.702
34.055,36.666
34.046,36.631
34.038,36.595
34.032,36.558
34.027,36.519
34.022,36.478
34.018,36.433
34.014,36.385
34.009,36.334
34.003,36.28
33.996,36.222
33.986,36.161
33.974,36.097
33.959,36.03
33.942,35.96
33.922,35.887
33.9,35.813
33.878,35.737
33.855,35.66
33.833,35.582
33.812,35.504
33.793,35.426
33.775,35.348
33.76,35.27
33.747,35.193
33.736,35.115
33.728,35.038
33.721,34.961
33.715,34.885
33.71,34.81
33.705,34.736
33.699,34.662
33.693,34.591
33.687,34.522
33.68,34.457
33.672,34.396
33.663,34.339
33.653,34.286
33.643,34.238
33.632,34.195
33.62,34.157
33.608,34.123
33.598,34.093
33.588,34.067
33.581,34.045
33.576,34.025
33.576,34.008
33.581,33.993
33.593,33.979
33.612,33.966
33.64,33.953
33.678,33.94
33.726,33.927
33.786,33.914
33.857,33.901
33.939,33.888
34.031,33.877
34.132,33.868
34.239,33.861
34.352,33.857
34.467,33.855
34.583,33.857
34.697,33.862
34.807,33.872
34.912,33.887
35.01,33.908
35.098,33.935
35.177,33.971
35.244,34.015
35.3,34.068
35.344,34.128
35.375,34.194
35.395,34.266
35.404,34.342
35.403,34.419
35.394,34.497
35.379,34.574
35.359,34.648
35.336,34.719
35.31,34.786
35.284,34.849
35.257,34.906
35.232,34.96
35.208,35.01
35.186,35.056
35.165,35.1
35.147,35.142
35.132,35.183
35.12,35.222
35.11,35.261
35.105,35.3
35.102,35.338
35.104,35.375
35.108,35.411
35.116,35.445
35.127,35.477
35.14,35.505
35.155,35.531
35.17,35.552
35.187,35.57
35.204,35.584
35.22,35.594
35.236,35.6
35.252,35.604
35.267,35.605
35.283,35.605
35.299,35.604
35.316,35.601
35.334,35.597
35.354,35.593
35.375,35.588
35.396,35.582
35.417,35.575
35.437,35.566
35.455,35.555
35.472,35.54
35.486,35.521
35.499,35.498
35.509,35.469
35.518,35.434
35.526,35.393
35.533,35.347
35.539,35.294
35.544,35.236
35.547,35.172
35.55,35.105
35.551,35.034
35.551,34.961
35.548,34.887
35.544,34.814
35.538,34.742
35.529,34.673
35.516,34.607
35.501,34.545
35.483,34.488
35.462,34.437
35.439,34.391
35.412,34.35
35.384,34.314
35.352,34.282
35.319,34.252
35.283,34.224
35.244,34.197
35.203,34.169
35.158,34.138
35.111,34.104
35.061,34.063
35.007,34.014
34.951,33.956
34.893,33.886
34.833,33.805
34.772,33.711
34.711,33.606
34.651,33.49
34.592,33.366
34.533,33.236
34.476,33.102
34.42,32.967
34.367,32.835
34.317,32.707
34.269,32.586
34.224,32.476
34.182,32.377
34.143,32.291
34.107,32.219
34.073,32.161
34.043,32.115
34.015,32.082
33.991,32.059
33.97,32.044
33.952,32.038
33.937,32.037
33.924,32.042
33.915,32.05
33.907,32.061
33.902,32.075
33.901,32.091
33.902,32.108
33.905,32.128
